id,title,artist,genre,mood,energy,tempo_bpm,valence,danceability,acousticness
36910,Zombie Boy,The Magnetic Fields,R&B,intense,0.851,126,0.265,0.402,0.083
36911,24 Floors,The Maine,rock,chill,0.733,113,0.291,0.573,0.128
36912,American Candy,The Maine,rock,chill,0.938,141,0.62,0.585,0.0
36913,Another Night On Mars,The Maine,rock,uplifting,0.768,111,0.639,0.514,0.028
36914,April 7Th,The Maine,rock,happy,0.858,143,0.843,0.626,0.165
36915,Bad Behavior,The Maine,rock,happy,0.984,126,0.679,0.576,0.005
36916,Black Butterflies And Déjà Vu,The Maine,rock,chill,0.946,167,0.51,0.458,0.037
36917,Bliss,The Maine,rock,intense,0.94,136,0.321,0.54,0.024
36918,Blood Red,The Maine,rock,intense,0.924,149,0.321,0.533,0.007
36919,Color,The Maine,rock,chill,0.917,131,0.49,0.537,0.004
36920,Diet Soda Society,The Maine,rock,happy,0.912,129,0.729,0.635,0.005
36921,English Girls,The Maine,rock,uplifting,0.953,125,0.642,0.633,0.004
36922,Every Road,The Maine,rock,happy,0.891,129,0.795,0.573,0.087
36923,Everything I Ask For,The Maine,rock,chill,0.932,127,0.599,0.573,0.03
36924,Flowers On The Grave,The Maine,rock,chill,0.638,138,0.143,0.288,0.01
36925,Forever Halloween,The Maine,rock,chill,0.54,127,0.091,0.503,0.109
36926,Forevermore,The Maine,rock,uplifting,0.434,167,0.638,0.585,0.508
36927,Fucked Up Kids,The Maine,rock,intense,0.907,148,0.116,0.502,0.071
36928,Fuel To The Fire,The Maine,rock,chill,0.926,136,0.521,0.539,0.001
36929,Girls Do What They Want,The Maine,rock,happy,0.943,143,0.701,0.586,0.067
36930,Give It To Me,The Maine,rock,happy,0.91,126,0.816,0.632,0.017
36931,Give Me Anything,The Maine,rock,chill,0.84,148,0.59,0.615,0.003
36932,Good Love,The Maine,rock,chill,0.716,140,0.214,0.369,0.113
36933,Goodbye,The Maine,rock,happy,0.936,139,0.781,0.61,0.001
36934,Growing Up,The Maine,rock,chill,0.71,126,0.322,0.315,0.035
36935,Happy,The Maine,rock,chill,0.887,190,0.472,0.309,0.003
36936,Hello World,The Maine,rock,intense,0.956,171,0.371,0.365,0.0
36937,Ho Ho Hopefully,The Maine,rock,chill,0.456,136,0.343,0.61,0.629
36938,I Feel It All Over,The Maine,rock,chill,0.825,119,0.544,0.586,0.024
36939,I Must Be Dreaming,The Maine,rock,chill,0.935,140,0.478,0.496,0.031
36940,I Only Wanna Talk To You,The Maine,rock,chill,0.972,168,0.476,0.438,0.003
36941,I Want You,The Maine,rock,intense,0.832,142,0.369,0.623,0.0
36942,Ice Cave,The Maine,rock,intense,0.857,146,0.402,0.298,0.003
36943,Identify,The Maine,rock,chill,0.73,111,0.289,0.478,0.002
36944,If I Only Had The Heart,The Maine,rock,chill,0.842,146,0.599,0.545,0.033
36945,Inside Of You,The Maine,rock,happy,0.92,145,0.689,0.559,0.018
36946,Into Your Arms,The Maine,rock,chill,0.71,174,0.442,0.358,0.118
36947,Jenny,The Maine,rock,chill,0.45,146,0.231,0.515,0.006
36948,Kennedy Curse,The Maine,rock,intense,0.872,177,0.301,0.292,0.01
36949,Kiss And Sell,The Maine,rock,uplifting,0.75,160,0.769,0.438,0.004
36950,Last Christmas,The Maine,rock,chill,0.734,129,0.618,0.606,0.1
36951,Lips,The Maine,rock,uplifting,0.879,130,0.642,0.678,0.003
36952,Listen To Your Heart,The Maine,rock,happy,0.843,146,0.822,0.579,0.011
36953,Little,The Maine,rock,intense,0.862,127,0.29,0.564,0.0
36954,Loved You A Little,The Maine,rock,chill,0.829,185,0.583,0.491,0.029
36955,Miles Away,The Maine,rock,chill,0.941,162,0.596,0.497,0.0
36956,Misery,The Maine,rock,chill,0.767,168,0.257,0.389,0.005
36957,My Best Habit,The Maine,rock,chill,0.834,131,0.598,0.595,0.002
36958,My Hair,The Maine,rock,chill,0.716,111,0.468,0.54,0.018
36959,My Heroine,The Maine,rock,intense,0.897,120,0.427,0.609,0.0
36960,Numb Without You,The Maine,rock,chill,0.799,133,0.54,0.627,0.005
36961,One Sunset,The Maine,rock,happy,0.922,108,0.688,0.491,0.0
36962,Pour Some Sugar On Me,The Maine,rock,chill,0.863,171,0.514,0.4,0.002
36963,Pretender,The Maine,rock,chill,0.971,120,0.497,0.477,0.048
36964,Raining In Paris,The Maine,rock,relaxed,0.355,151,0.353,0.552,0.788
36965,Right Girl,The Maine,rock,happy,0.922,117,0.711,0.531,0.028
36966,Run,The Maine,rock,intense,0.966,147,0.36,0.504,0.001
36967,Sad Songs,The Maine,rock,intense,0.803,116,0.228,0.428,0.001
36968,Santa Stole My Girlfriend,The Maine,rock,uplifting,0.493,129,0.747,0.687,0.601
36969,Saving Grace,The Maine,rock,chill,0.827,118,0.517,0.471,0.002
36970,Slip The Noose,The Maine,rock,intense,0.794,169,0.418,0.419,0.001
36971,So Criminal,The Maine,rock,intense,0.887,131,0.433,0.613,0.005
36972,Some Days,The Maine,rock,happy,0.876,122,0.666,0.529,0.007
36973,Sticky,The Maine,rock,intense,0.833,133,0.404,0.599,0.004
36974,Take Me Dancing,The Maine,rock,moody,0.409,138,0.217,0.627,0.114
36975,Take What You Can Carry,The Maine,rock,uplifting,0.754,139,0.643,0.653,0.044
36976,Taxi,The Maine,rock,happy,0.962,178,0.89,0.483,0.071
36977,The Sound Of Reverie,The Maine,rock,uplifting,0.961,127,0.636,0.546,0.015
36978,The Way We Talk,The Maine,rock,happy,0.868,146,0.677,0.56,0.001
36979,Thinking Of You,The Maine,rock,chill,0.694,112,0.398,0.57,0.016
36980,This Is The End,The Maine,rock,happy,0.798,143,0.706,0.527,0.121
36981,Time,The Maine,rock,intense,0.833,142,0.263,0.583,0.0
36982,Time To Go,The Maine,rock,chill,0.896,132,0.615,0.5,0.009
36983,Ugly On The Inside,The Maine,rock,chill,0.86,139,0.461,0.579,0.001
36984,Vanilla,The Maine,rock,intense,0.866,158,0.425,0.47,0.005
36985,Visions,The Maine,rock,sad,0.271,149,0.207,0.573,0.292
36986,We All Roll Along,The Maine,rock,intense,0.961,155,0.394,0.486,0.002
36987,White Walls,The Maine,rock,chill,0.678,119,0.587,0.554,0.035
36988,Whoever She Is,The Maine,rock,moody,0.429,124,0.549,0.55,0.536
36989,You Left Me,The Maine,rock,intense,0.814,143,0.345,0.574,0.001
36990,Bonebag,The Meteors,rock,happy,0.996,125,0.689,0.652,0.313
36991,Chainsaw Boogie,The Meteors,rock,chill,0.763,136,0.598,0.422,0.266
36992,Endless Sleep,The Meteors,rock,chill,0.629,137,0.461,0.546,0.612
36993,Hellfire,The Meteors,rock,intense,0.954,134,0.144,0.714,0.166
36994,I Could Kill You,The Meteors,rock,chill,0.762,140,0.478,0.463,0.066
36995,I Hate People,The Meteors,rock,chill,0.924,117,0.546,0.596,0.009
36996,Juggernaut,The Meteors,rock,chill,0.997,161,0.503,0.427,0.457
36997,King Vlad,The Meteors,rock,intense,0.905,146,0.3,0.498,0.441
36998,Ladykiller,The Meteors,rock,intense,0.897,137,0.413,0.603,0.013
36999,Last Bus To Sanity,The Meteors,rock,chill,0.954,131,0.492,0.655,0.012
37000,Mutant Rock,The Meteors,rock,happy,0.952,141,0.758,0.517,0.029
37001,No Reason,The Meteors,rock,chill,0.93,145,0.505,0.567,0.287
37002,Papa Jupe,The Meteors,rock,happy,0.911,166,0.698,0.606,0.119
37003,These Evil Things,The Meteors,rock,intense,0.858,127,0.194,0.357,0.058
37004,We Wanna Wreck Here,The Meteors,rock,chill,0.993,126,0.52,0.586,0.016
37005,When Darkness Falls,The Meteors,rock,intense,0.927,137,0.45,0.266,0.347
37006,All Tangled Up In You,The Mission,rock,chill,0.522,134,0.347,0.616,0.439
37007,Butterfly On A Wheel,The Mission,rock,chill,0.688,130,0.399,0.589,0.009
37008,Deliverance,The Mission,rock,intense,0.822,145,0.164,0.365,0.006
37009,Like A Child Again,The Mission,rock,uplifting,0.821,145,0.627,0.543,0.187
37010,Like A Hurricane,The Mission,rock,intense,0.883,140,0.273,0.502,0.199
37011,Never Again,The Mission,rock,intense,0.896,137,0.438,0.535,0.013
37012,Serpents Kiss,The Mission,rock,happy,0.904,154,0.662,0.451,0.007
37013,Wasteland,The Mission,rock,intense,0.904,145,0.34,0.612,0.045
37014,Who Will Love Me Tomorrow,The Mission,rock,uplifting,0.779,129,0.797,0.57,0.074
37015,You Make Me Breathe,The Mission,rock,chill,0.669,113,0.31,0.448,0.03
37016,Anyone Else But You,The Moldy Peaches,folk,relaxed,0.237,153,0.586,0.528,0.923
37017,Downloading Porn With Davo,The Moldy Peaches,folk,dreamy,0.865,117,0.549,0.524,0.802
37018,Goodbye Song,The Moldy Peaches,folk,sad,0.096,122,0.084,0.562,0.648
37019,Greyhound Bus,The Moldy Peaches,folk,chill,0.748,138,0.497,0.496,0.887
37020,I Forgot,The Moldy Peaches,folk,sad,0.287,119,0.052,0.564,0.55
37021,Jorge Regula,The Moldy Peaches,folk,sad,0.325,121,0.264,0.609,0.578
37022,Little Bunny Foo Foo,The Moldy Peaches,folk,relaxed,0.402,160,0.795,0.56,0.87
37023,Lucky Charms,The Moldy Peaches,folk,relaxed,0.067,105,0.213,0.448,0.972
37024,Lucky Number Nine,The Moldy Peaches,folk,moody,0.364,124,0.348,0.831,0.687
37025,Nothing Came Out,The Moldy Peaches,folk,relaxed,0.3,160,0.14,0.429,0.863
37026,On Top,The Moldy Peaches,folk,happy,0.801,169,0.839,0.504,0.274
37027,Steak For Chicken,The Moldy Peaches,folk,uplifting,0.513,170,0.656,0.465,0.723
37028,These Burgers,The Moldy Peaches,folk,relaxed,0.249,115,0.336,0.598,0.892
37029,What Went Wrong,The Moldy Peaches,folk,intense,0.921,138,0.258,0.482,0.677
37030,A Small Reunion,The Naked And Famous,indie,chill,0.615,143,0.157,0.472,0.001
37031,A Stillness,The Naked And Famous,indie,chill,0.601,129,0.09,0.561,0.0
37032,All Of This,The Naked And Famous,indie,chill,0.96,157,0.61,0.571,0.0
37033,Bells,The Naked And Famous,indie,happy,0.796,136,0.69,0.705,0.219
37034,Birds,The Naked And Famous,indie,chill,0.623,147,0.615,0.622,0.002
37035,Everybody Knows,The Naked And Famous,indie,intense,0.868,129,0.429,0.677,0.021
37036,Eyes,The Naked And Famous,indie,intense,0.901,139,0.289,0.498,0.0
37037,Frayed,The Naked And Famous,indie,chill,0.648,143,0.278,0.617,0.005
37038,Girls Like You,The Naked And Famous,indie,chill,0.481,139,0.055,0.498,0.066
37039,Golden Girl,The Naked And Famous,indie,moody,0.365,148,0.04,0.461,0.103
37040,Grow Old,The Naked And Famous,indie,sad,0.242,174,0.039,0.21,0.07
37041,Hearts Like Ours,The Naked And Famous,indie,chill,0.702,173,0.153,0.381,0.0
37042,Higher,The Naked And Famous,indie,chill,0.75,177,0.183,0.476,0.008
37043,I Kill Giants,The Naked And Famous,indie,intense,0.857,133,0.315,0.517,0.0
37044,Jilted Lovers,The Naked And Famous,indie,chill,0.675,127,0.351,0.421,0.046
37045,Laid Low,The Naked And Famous,indie,intense,0.879,140,0.423,0.546,0.027
37046,Last Forever,The Naked And Famous,indie,intense,0.85,141,0.368,0.561,0.01
37047,My Energy,The Naked And Famous,indie,intense,0.812,171,0.375,0.434,0.022
37048,No Way,The Naked And Famous,indie,intense,0.851,143,0.083,0.454,0.001
37049,Punching In A Dream,The Naked And Famous,indie,intense,0.884,133,0.166,0.48,0.002
37050,Rolling Waves,The Naked And Famous,indie,chill,0.64,148,0.104,0.584,0.002
37051,Rotten,The Naked And Famous,indie,chill,0.614,143,0.264,0.644,0.388
37052,Serenade,The Naked And Famous,indie,uplifting,0.746,187,0.69,0.479,0.013
37053,Spank,The Naked And Famous,indie,chill,0.704,139,0.143,0.478,0.0
37054,The Mess,The Naked And Famous,indie,chill,0.58,139,0.04,0.356,0.42
37055,The Runners,The Naked And Famous,indie,uplifting,0.884,124,0.635,0.538,0.003
37056,The Sun,The Naked And Famous,indie,chill,0.485,139,0.036,0.597,0.51
37057,The Water Beneath You,The Naked And Famous,indie,intense,0.818,139,0.203,0.458,0.029
37058,To Move With Purpose,The Naked And Famous,indie,moody,0.438,143,0.119,0.552,0.151
37059,Waltz,The Naked And Famous,indie,moody,0.443,136,0.259,0.703,0.001
37060,We Are Leaving,The Naked And Famous,indie,chill,0.464,132,0.04,0.401,0.163
37061,What We Want,The Naked And Famous,indie,chill,0.601,140,0.398,0.568,0.002
37062,Young Blood,The Naked And Famous,indie,intense,0.877,127,0.358,0.784,0.03
37063,Abel,The National,indie,intense,0.945,161,0.418,0.347,0.0
37064,About Today,The National,indie,chill,0.615,127,0.45,0.559,0.308
37065,All The Wine,The National,indie,uplifting,0.854,136,0.642,0.613,0.001
37066,Apartment Story,The National,indie,happy,0.837,150,0.796,0.558,0.008
37067,Brainy,The National,indie,happy,0.824,168,0.77,0.512,0.03
37068,Dark Side Of The Gym,The National,indie,chill,0.475,126,0.458,0.651,0.727
37069,Daughters Of The Soho Riots,The National,indie,moody,0.444,115,0.312,0.571,0.645
37070,Day I Die,The National,indie,intense,0.948,154,0.39,0.438,0.004
37071,Demons,The National,indie,chill,0.774,155,0.422,0.548,0.103
37072,Fake Empire,The National,indie,chill,0.769,125,0.314,0.33,0.143
37073,Fireproof,The National,indie,chill,0.473,134,0.319,0.49,0.959
37074,Gospel,The National,indie,relaxed,0.309,113,0.222,0.583,0.828
37075,Graceless,The National,indie,intense,0.852,169,0.37,0.447,0.152
37076,Green Gloves,The National,indie,moody,0.408,158,0.398,0.542,0.682
37077,Hard To Find,The National,indie,chill,0.515,133,0.105,0.495,0.794
37078,Heavenfaced,The National,indie,chill,0.496,162,0.166,0.512,0.645
37079,Humiliation,The National,indie,chill,0.701,167,0.451,0.477,0.782
37080,I Am Easy To Find,The National,indie,relaxed,0.372,145,0.195,0.491,0.931
37081,I Need My Girl,The National,indie,relaxed,0.436,140,0.115,0.527,0.865
37082,I Should Live In Salt,The National,indie,chill,0.613,145,0.16,0.526,0.181
37083,Light Years,The National,indie,relaxed,0.316,140,0.18,0.551,0.95
37084,Lit Up,The National,indie,chill,0.874,155,0.605,0.434,0.003
37085,Lucky You,The National,indie,chill,0.517,148,0.113,0.616,0.679
37086,Mistaken For Strangers,The National,indie,happy,0.926,145,0.759,0.547,0.053
37087,Nobody Else Will Be There,The National,indie,dreamy,0.542,123,0.574,0.666,0.757
37088,Pink Rabbits,The National,indie,chill,0.657,130,0.278,0.509,0.799
37089,Quiet Light,The National,indie,intense,0.884,127,0.359,0.634,0.201
37090,Rylan,The National,indie,happy,0.79,152,0.732,0.618,0.403
37091,Sea Of Love,The National,indie,chill,0.825,153,0.532,0.466,0.139
37092,Secret Meeting,The National,indie,uplifting,0.627,131,0.636,0.631,0.375
37093,Slow Show,The National,indie,dreamy,0.696,155,0.518,0.583,0.658
37094,Start A War,The National,indie,relaxed,0.445,143,0.142,0.664,0.875
37095,The System Only Dreams In Total Darkness,The National,indie,intense,0.913,130,0.375,0.604,0.156
37096,This Is The Last Time,The National,indie,chill,0.495,149,0.134,0.51,0.655
37097,1 Of Those Weaks,The Neighbourhood,indie,chill,0.603,113,0.316,0.69,0.319
37098,A Little Death,The Neighbourhood,indie,chill,0.764,116,0.342,0.538,0.003
37099,Afraid,The Neighbourhood,indie,chill,0.756,113,0.395,0.473,0.173
37100,Alleyways,The Neighbourhood,indie,intense,0.832,124,0.367,0.631,0.001
37101,Baby Came Home,The Neighbourhood,indie,chill,0.572,132,0.276,0.648,0.013
37102,Blue,The Neighbourhood,indie,chill,0.599,113,0.392,0.568,0.524
37103,Boohoo,The Neighbourhood,indie,happy,0.839,149,0.667,0.706,0.062
37104,Cherry Flavoured,The Neighbourhood,indie,chill,0.575,118,0.4,0.626,0.23
37105,Compass,The Neighbourhood,indie,happy,0.821,130,0.674,0.71,0.238
37106,Cry Baby,The Neighbourhood,indie,chill,0.657,129,0.342,0.589,0.003
37107,Daddy Issues,The Neighbourhood,indie,chill,0.522,114,0.341,0.596,0.068
37108,Dust,The Neighbourhood,indie,moody,0.442,186,0.068,0.353,0.097
37109,Fallen Star,The Neighbourhood,indie,chill,0.552,108,0.444,0.612,0.07
37110,Female Robbery,The Neighbourhood,indie,intense,0.889,172,0.395,0.409,0.056
37111,Ferrari,The Neighbourhood,indie,chill,0.653,108,0.182,0.448,0.002
37112,Flawless,The Neighbourhood,indie,intense,0.872,136,0.378,0.576,0.055
37113,Float,The Neighbourhood,indie,chill,0.883,139,0.474,0.571,0.03
37114,Flowers,The Neighbourhood,indie,chill,0.601,124,0.302,0.567,0.018
37115,Greetings From Califournia,The Neighbourhood,indie,chill,0.726,112,0.312,0.495,0.178
37116,Heaven,The Neighbourhood,indie,chill,0.717,108,0.276,0.558,0.062
37117,How,The Neighbourhood,indie,chill,0.75,157,0.058,0.387,0.002
37118,Leaving Tonight,The Neighbourhood,indie,chill,0.682,136,0.189,0.574,0.015
37119,Let It Go,The Neighbourhood,indie,intense,0.791,155,0.288,0.497,0.016
37120,Lost In Translation,The Neighbourhood,indie,chill,0.892,127,0.528,0.576,0.001
37121,Lurk,The Neighbourhood,indie,energetic,0.654,140,0.195,0.733,0.092
37122,Middle Of Somewhere,The Neighbourhood,indie,relaxed,0.394,119,0.341,0.515,0.716
37123,Nervous,The Neighbourhood,indie,chill,0.615,136,0.322,0.597,0.021
37124,No Grey,The Neighbourhood,indie,happy,0.829,117,0.672,0.842,0.051
37125,Noise,The Neighbourhood,indie,happy,0.851,129,0.744,0.634,0.016
37126,Paradise,The Neighbourhood,indie,chill,0.717,113,0.307,0.687,0.209
37127,Pretty Boy,The Neighbourhood,indie,chill,0.386,159,0.575,0.586,0.208
37128,Prey,The Neighbourhood,indie,chill,0.78,133,0.199,0.524,0.026
37129,Reflections,The Neighbourhood,indie,chill,0.595,133,0.55,0.657,0.114
37130,Roll Call,The Neighbourhood,indie,chill,0.543,110,0.263,0.57,0.009
37131,Sadderdaze,The Neighbourhood,indie,chill,0.528,136,0.309,0.42,0.01
37132,Scary Love,The Neighbourhood,indie,chill,0.637,131,0.149,0.603,0.0
37133,Silver,The Neighbourhood,indie,chill,0.728,119,0.087,0.6,0.001
37134,Silver Lining,The Neighbourhood,indie,chill,0.531,138,0.395,0.57,0.023
37135,Single,The Neighbourhood,indie,chill,0.492,94,0.344,0.253,0.755
37136,Softcore,The Neighbourhood,indie,chill,0.569,120,0.374,0.583,0.048
37137,Stargazing,The Neighbourhood,indie,chill,0.483,162,0.371,0.519,0.003
37138,Staying Up,The Neighbourhood,indie,intense,0.856,172,0.32,0.4,0.034
37139,Stuck With Me,The Neighbourhood,indie,chill,0.743,166,0.43,0.546,0.018
37140,Sweater Weather,The Neighbourhood,indie,chill,0.616,139,0.419,0.705,0.15
37141,The Beach,The Neighbourhood,indie,chill,0.641,146,0.106,0.248,0.131
37142,To,The Neighbourhood,indie,chill,0.493,146,0.456,0.738,0.311
37143,Tobacco Sunburst,The Neighbourhood,indie,chill,0.474,131,0.451,0.419,0.042
37144,Void,The Neighbourhood,indie,chill,0.583,114,0.35,0.542,0.047
37145,West Coast,The Neighbourhood,indie,chill,0.468,110,0.461,0.753,0.162
37146,Wires,The Neighbourhood,indie,chill,0.588,153,0.283,0.561,0.0
37147,Yellow Box,The Neighbourhood,indie,chill,0.576,128,0.271,0.606,0.078
37148,You Get Me So High,The Neighbourhood,indie,intense,0.882,116,0.391,0.559,0.186
37149,80 Times,The Offspring,rock,happy,0.966,133,0.744,0.574,0.0
37150,A Lot Like Me,The Offspring,rock,intense,0.908,142,0.279,0.457,0.002
37151,All Along,The Offspring,rock,happy,0.965,174,0.737,0.412,0.0
37152,All I Have Left Is You,The Offspring,rock,uplifting,0.72,130,0.706,0.642,0.005
37153,All I Want,The Offspring,rock,chill,0.977,170,0.532,0.211,0.009
37154,Army Of One,The Offspring,rock,happy,0.967,183,0.708,0.379,0.002
37155,Autonomy,The Offspring,rock,happy,0.886,154,0.874,0.491,0.0
37156,Behind Your Walls,The Offspring,rock,intense,0.955,157,0.398,0.429,0.002
37157,Breaking These Bones,The Offspring,rock,intense,0.949,140,0.367,0.499,0.0
37158,Come Out Swinging,The Offspring,rock,uplifting,0.947,174,0.643,0.262,0.0
37159,Coming For You,The Offspring,rock,chill,0.914,149,0.539,0.516,0.0
37160,Conspiracy Of One,The Offspring,rock,happy,0.962,172,0.787,0.377,0.0
37161,Da Hui,The Offspring,rock,happy,0.855,181,0.925,0.444,0.006
37162,Days Go By,The Offspring,rock,intense,0.977,155,0.322,0.408,0.003
37163,Defy You,The Offspring,rock,happy,0.842,119,0.676,0.498,0.001
37164,Dirty Magic,The Offspring,rock,chill,0.957,144,0.523,0.409,0.0
37165,Dividing By Zero,The Offspring,rock,intense,0.938,159,0.38,0.397,0.003
37166,Down,The Offspring,rock,chill,0.967,120,0.453,0.608,0.0
37167,Fix You,The Offspring,rock,chill,0.531,128,0.093,0.516,0.301
37168,Gone Away,The Offspring,rock,intense,0.86,135,0.107,0.438,0.0
37169,Gotta Get Away,The Offspring,rock,happy,0.962,148,0.657,0.54,0.001
37170,Hammerhead,The Offspring,rock,chill,0.954,158,0.532,0.491,0.002
37171,Hassan Chop,The Offspring,rock,chill,0.973,166,0.542,0.184,0.001
37172,Hey Joe,The Offspring,rock,intense,0.852,126,0.45,0.401,0.0
37173,Hit That,The Offspring,rock,happy,0.81,144,0.973,0.714,0.023
37174,Huck It,The Offspring,rock,happy,0.925,158,0.755,0.452,0.0
37175,Hurting As One,The Offspring,rock,chill,0.969,161,0.55,0.402,0.0
37176,I Got A Right,The Offspring,rock,intense,0.985,156,0.436,0.262,0.001
37177,Let The Bad Times Roll,The Offspring,rock,chill,0.977,161,0.61,0.502,0.002
37178,Lightning Rod,The Offspring,rock,chill,0.656,177,0.365,0.369,0.001
37179,Living In Chaos,The Offspring,rock,happy,0.912,123,0.935,0.59,0.0
37180,Long Way Home,The Offspring,rock,uplifting,0.968,174,0.645,0.323,0.094
37181,Million Miles Away,The Offspring,rock,happy,0.937,124,0.658,0.486,0.0
37182,Mission From God,The Offspring,rock,uplifting,0.943,133,0.637,0.433,0.001
37183,Never Gonna Find Me,The Offspring,rock,uplifting,0.694,174,0.75,0.318,0.003
37184,Nothingtown,The Offspring,rock,uplifting,0.796,167,0.621,0.439,0.003
37185,Oc Guns,The Offspring,rock,happy,0.869,168,0.65,0.713,0.018
37186,One Fine Day,The Offspring,rock,happy,0.958,174,0.903,0.396,0.0
37187,Original Prankster,The Offspring,rock,happy,0.878,153,0.972,0.673,0.001
37188,Race Against Myself,The Offspring,rock,chill,0.746,164,0.463,0.448,0.009
37189,Rise And Fall,The Offspring,rock,happy,0.957,124,0.737,0.528,0.0
37190,Secrets From The Underground,The Offspring,rock,intense,0.984,199,0.379,0.291,0.0
37191,Slim Pickens Does The Right Thing And Rides The Bomb To Hell,The Offspring,rock,uplifting,0.984,155,0.627,0.527,0.026
37192,Spare Me The Details,The Offspring,rock,happy,0.907,153,0.984,0.645,0.048
37193,Special Delivery,The Offspring,rock,happy,0.799,146,0.95,0.776,0.0
37194,Staring At The Sun,The Offspring,rock,happy,0.962,166,0.894,0.273,0.0
37195,Stuff Is Messed Up,The Offspring,rock,chill,0.843,153,0.519,0.547,0.0
37196,Takes Me Nowhere,The Offspring,rock,happy,0.913,169,0.732,0.427,0.0
37197,The Future Is Now,The Offspring,rock,intense,0.951,128,0.3,0.397,0.004
37198,The Noose,The Offspring,rock,chill,0.963,170,0.477,0.215,0.001
37199,The Opioid Diaries,The Offspring,rock,uplifting,0.918,169,0.633,0.373,0.001
37200,This Is Not Utopia,The Offspring,rock,happy,0.955,154,0.725,0.444,0.059
37201,Trust In You,The Offspring,rock,happy,0.93,169,0.679,0.403,0.0
37202,Turning Into You,The Offspring,rock,chill,0.979,148,0.488,0.517,0.006
37203,Vultures,The Offspring,rock,happy,0.842,140,0.852,0.578,0.0
37204,Want You Bad,The Offspring,rock,uplifting,0.967,127,0.621,0.499,0.0
37205,We Never Have Sex Anymore,The Offspring,rock,happy,0.925,117,0.839,0.528,0.049
37206,61 Seconds,The Outfield,rock,uplifting,0.726,140,0.676,0.535,0.0
37207,All The Love,The Outfield,rock,happy,0.859,141,0.742,0.599,0.003
37208,California Sun,The Outfield,rock,chill,0.835,133,0.559,0.51,0.071
37209,Call It Out,The Outfield,rock,chill,0.93,136,0.572,0.466,0.032
37210,Closer To Me,The Outfield,rock,intense,0.896,139,0.304,0.257,0.0
37211,Disraeli Years,The Outfield,rock,chill,0.911,136,0.505,0.438,0.048
37212,For You,The Outfield,rock,intense,0.962,135,0.197,0.221,0.173
37213,In Your Company,The Outfield,rock,happy,0.89,146,0.714,0.471,0.073
37214,My Paradise,The Outfield,rock,intense,0.834,138,0.184,0.223,0.0
37215,Mystery Man,The Outfield,rock,chill,0.917,146,0.496,0.337,0.001
37216,Nervous Alibi,The Outfield,rock,moody,0.356,123,0.132,0.231,0.02
37217,New York City,The Outfield,rock,happy,0.902,119,0.831,0.479,0.082
37218,Playground,The Outfield,rock,intense,0.873,138,0.333,0.499,0.002
37219,Process,The Outfield,rock,chill,0.938,146,0.523,0.478,0.002
37220,Reach Out,The Outfield,rock,intense,0.847,127,0.308,0.514,0.243
37221,Sandman,The Outfield,rock,chill,0.594,122,0.114,0.428,0.233
37222,Shake Your Thing,The Outfield,rock,chill,0.799,112,0.523,0.377,0.013
37223,Somewhere In America,The Outfield,rock,intense,0.931,135,0.303,0.416,0.0
37224,Stranger In My Own Town,The Outfield,rock,chill,0.847,145,0.529,0.526,0.0
37225,Suburbia,The Outfield,rock,chill,0.575,136,0.232,0.537,0.097
37226,Taking My Chances,The Outfield,rock,chill,0.656,145,0.168,0.43,0.0
37227,Talk To Me,The Outfield,rock,uplifting,0.779,137,0.646,0.526,0.023
37228,This Love Affair,The Outfield,rock,intense,0.849,139,0.25,0.51,0.006
37229,Voices Of Babylon,The Outfield,rock,chill,0.908,136,0.564,0.53,0.052
37230,Who Would You Be,The Outfield,rock,chill,0.93,140,0.563,0.491,0.015
37231,Wonderland,The Outfield,rock,intense,0.836,135,0.402,0.559,0.148
37232,Your Love,The Outfield,rock,chill,0.807,142,0.545,0.56,0.065
37233,103,The Pains Of Being Pure At Heart,indie,chill,0.634,114,0.568,0.248,0.0
37234,A Teenager In Love,The Pains Of Being Pure At Heart,indie,uplifting,0.553,189,0.752,0.573,0.006
37235,Anne With An E,The Pains Of Being Pure At Heart,indie,chill,0.667,136,0.474,0.478,0.0
37236,Belong,The Pains Of Being Pure At Heart,indie,intense,0.846,122,0.382,0.452,0.0
37237,Come Saturday,The Pains Of Being Pure At Heart,indie,intense,0.962,175,0.38,0.173,0.0
37238,Even In Dreams,The Pains Of Being Pure At Heart,indie,chill,0.641,140,0.521,0.605,0.0
37239,Everything With You,The Pains Of Being Pure At Heart,indie,chill,0.94,165,0.531,0.298,0.0
37240,Falling Over,The Pains Of Being Pure At Heart,indie,uplifting,0.697,138,0.687,0.564,0.0
37241,Gentle Sons,The Pains Of Being Pure At Heart,indie,intense,0.88,133,0.341,0.392,0.0
37242,Heart In Your Heartbreak,The Pains Of Being Pure At Heart,indie,chill,0.88,161,0.529,0.519,0.0
37243,Hey Paul,The Pains Of Being Pure At Heart,indie,chill,0.912,167,0.595,0.278,0.0
37244,Higher Than The Stars,The Pains Of Being Pure At Heart,indie,chill,0.572,136,0.514,0.623,0.114
37245,Kelly,The Pains Of Being Pure At Heart,indie,uplifting,0.727,123,0.733,0.654,0.019
37246,My Terrible Friend,The Pains Of Being Pure At Heart,indie,chill,0.809,159,0.497,0.411,0.0
37247,Orchard Of My Eye,The Pains Of Being Pure At Heart,indie,uplifting,0.759,168,0.869,0.41,0.0
